ID,CHI2NU,XC_R,e_XC_R,YC_R,e_YC_R,RE_R,e_RE_R,MAG_R,e_MAG_R,n_R,e_n_R,AR_R,e_AR_R,PA_R,e_PA_R,XC_J0378,e_XC_J0378,YC_J0378,e_YC_J0378,RE_J0378,e_RE_J0378,MAG_J0378,e_MAG_J0378,n_J0378,e_n_J0378,AR_J0378,e_AR_J0378,PA_J0378,e_PA_J0378,XC_J0395,e_XC_J0395,YC_J0395,e_YC_J0395,RE_J0395,e_RE_J0395,MAG_J0395,e_MAG_J0395,n_J0395,e_n_J0395,AR_J0395,e_AR_J0395,PA_J0395,e_PA_J0395,XC_J0410,e_XC_J0410,YC_J0410,e_YC_J0410,RE_J0410,e_RE_J0410,MAG_J0410,e_MAG_J0410,n_J0410,e_n_J0410,AR_J0410,e_AR_J0410,PA_J0410,e_PA_J0410,XC_J0430,e_XC_J0430,YC_J0430,e_YC_J0430,RE_J0430,e_RE_J0430,MAG_J0430,e_MAG_J0430,n_J0430,e_n_J0430,AR_J0430,e_AR_J0430,PA_J0430,e_PA_J0430,XC_J0515,e_XC_J0515,YC_J0515,e_YC_J0515,RE_J0515,e_RE_J0515,MAG_J0515,e_MAG_J0515,n_J0515,e_n_J0515,AR_J0515,e_AR_J0515,PA_J0515,e_PA_J0515,XC_J0660,e_XC_J0660,YC_J0660,e_YC_J0660,RE_J0660,e_RE_J0660,MAG_J0660,e_MAG_J0660,n_J0660,e_n_J0660,AR_J0660,e_AR_J0660,PA_J0660,e_PA_J0660,XC_J0861,e_XC_J0861,YC_J0861,e_YC_J0861,RE_J0861,e_RE_J0861,MAG_J0861,e_MAG_J0861,n_J0861,e_n_J0861,AR_J0861,e_AR_J0861,PA_J0861,e_PA_J0861,XC_G,e_XC_G,YC_G,e_YC_G,RE_G,e_RE_G,MAG_G,e_MAG_G,n_G,e_n_G,AR_G,e_AR_G,PA_G,e_PA_G,XC_I,e_XC_I,YC_I,e_YC_I,RE_I,e_RE_I,MAG_I,e_MAG_I,n_I,e_n_I,AR_I,e_AR_I,PA_I,e_PA_I,XC_Z,e_XC_Z,YC_Z,e_YC_Z,RE_Z,e_RE_Z,MAG_Z,e_MAG_Z,n_Z,e_n_Z,AR_Z,e_AR_Z,PA_Z,e_PA_Z,XC_U,e_XC_U,YC_U,e_YC_U,RE_U,e_RE_U,MAG_U,e_MAG_U,n_U,e_n_U,AR_U,e_AR_U,PA_U,e_PA_U
iDR4_3_SPLUS-s20s22_0064389,1.15107363433765,320.1374,0.0157,263.4081,0.0166,16.8276,0.0248,9.5950,0.2868,2.9154,0.0644,0.9159,0.0110,-26.5416,4.6928,320.1374,0.0157,263.4081,0.0166,18.6326,0.1241,11.0272,0.7408,2.3237,0.1634,0.9159,0.0110,-26.5416,4.6928,320.1374,0.0157,263.4081,0.0166,18.5781,0.1772,10.9293,0.7033,2.3642,0.1546,0.9159,0.0110,-26.5416,4.6928,320.1374,0.0157,263.4081,0.0166,18.2314,0.1180,10.8407,0.6695,2.4008,0.1466,0.9159,0.0110,-26.5416,4.6928,320.1374,0.0157,263.4081,0.0166,18.0433,0.0925,10.7267,0.6267,2.4479,0.1366,0.9159,0.0110,-26.5416,4.6928,320.1374,0.0157,263.4081,0.0166,17.2357,0.0448,10.2426,0.4542,2.6479,0.0969,0.9159,0.0110,-26.5416,4.6928,320.1374,0.0157,263.4081,0.0166,16.6868,0.0237,9.3901,0.2701,3.0000,0.0648,0.9159,0.0110,-26.5416,4.6928,320.1374,0.0157,263.4081,0.0166,16.3850,0.0465,8.2406,0.5358,3.4749,0.1402,0.9159,0.0110,-26.5416,4.6928,320.1374,0.0157,263.4081,0.0166,17.5055,0.0404,10.4625,0.5301,2.5570,0.1141,0.9159,0.0110,-26.5416,4.6928,320.1374,0.0157,263.4081,0.0166,16.5442,0.0297,8.7707,0.3635,3.2559,0.0966,0.9159,0.0110,-26.5416,4.6928,320.1374,0.0157,263.4081,0.0166,16.3500,0.0492,8.1139,0.5817,3.5272,0.1515,0.9159,0.0110,-26.5416,4.6928,320.1374,0.0157,263.4081,0.0166,18.8788,0.0949,11.1619,0.7930,2.2681,0.1758,0.9159,0.0110,-26.5416,4.6928
iDR4_3_SPLUS-s20s22_0063951,1.15107363433765,193.3647,0.0095,260.3535,0.0112,17.4105,0.0098,2.9545,0.0219,1.1853,0.0174,0.7489,0.0045,-10.0345,1.0104,193.3647,0.0095,260.3535,0.0112,18.6261,0.0452,2.6964,0.0421,0.9893,0.0546,0.7489,0.0045,-10.0345,1.0104,193.3647,0.0095,260.3535,0.0112,18.5841,0.0635,2.7140,0.0400,1.0027,0.0514,0.7489,0.0045,-10.0345,1.0104,193.3647,0.0095,260.3535,0.0112,18.5382,0.0545,2.7300,0.0381,1.0148,0.0485,0.7489,0.0045,-10.0345,1.0104,193.3647,0.0095,260.3535,0.0112,18.2117,0.0374,2.7505,0.0357,1.0304,0.0449,0.7489,0.0045,-10.0345,1.0104,193.3647,0.0095,260.3535,0.0112,17.6657,0.0200,2.8378,0.0269,1.0967,0.0301,0.7489,0.0045,-10.0345,1.0104,193.3647,0.0095,260.3535,0.0112,17.2852,0.0102,2.9914,0.0228,1.2133,0.0178,0.7489,0.0045,-10.0345,1.0104,193.3647,0.0095,260.3535,0.0112,16.9104,0.0204,3.1986,0.0421,1.3706,0.0477,0.7489,0.0045,-10.0345,1.0104,193.3647,0.0095,260.3535,0.0112,17.9627,0.0142,2.7981,0.0306,1.0666,0.0366,0.7489,0.0045,-10.0345,1.0104,193.3647,0.0095,260.3535,0.0112,17.0115,0.0123,3.1030,0.0312,1.2981,0.0313,0.7489,0.0045,-10.0345,1.0104,193.3647,0.0095,260.3535,0.0112,16.8623,0.0189,3.2214,0.0450,1.3880,0.0518,0.7489,0.0045,-10.0345,1.0104,193.3647,0.0095,260.3535,0.0112,18.9367,0.0338,2.6721,0.0451,0.9709,0.0590,0.7489,0.0045,-10.0345,1.0104
iDR4_3_SPLUS-s20s22_0065299,1.15107363433765,263.5824,0.0404,117.8189,0.0449,19.2910,0.0952,0.6898,0.1907,*14.8346*,*6.2009*,0.3719,0.0513,70.8126,4.3391,263.5824,0.0404,117.8189,0.0449,19.1140,0.2181,*0.2680*,*0.1327*,*15.9053*,*11.2651*,0.3719,0.0513,70.8126,4.3391,263.5824,0.0404,117.8189,0.0449,19.1655,0.2175,*0.2968*,*0.1186*,*15.8322*,*10.7578*,0.3719,0.0513,70.8126,4.3391,263.5824,0.0404,117.8189,0.0449,19.0858,0.2038,*0.3229*,*0.1071*,*15.7659*,*10.3082*,0.3719,0.0513,70.8126,4.3391,263.5824,0.0404,117.8189,0.0449,18.9840,0.1907,*0.3565*,*0.0947*,*15.6807*,*9.7463*,0.3719,0.0513,70.8126,4.3391,263.5824,0.0404,117.8189,0.0449,18.9880,0.1631,*0.4991*,*0.0954*,*15.3187*,*7.6480*,0.3719,0.0513,70.8126,4.3391,263.5824,0.0404,117.8189,0.0449,19.5348,0.1032,0.7502,0.2269,*14.6814*,*6.2426*,0.3719,0.0513,70.8126,4.3391,263.5824,0.0404,117.8189,0.0449,19.9645,0.2152,1.0888,0.4401,*13.8219*,*10.1504*,0.3719,0.0513,70.8126,4.3391,263.5824,0.0404,117.8189,0.0449,19.1050,0.1670,*0.4343*,*0.0830*,*15.4831*,*8.5316*,0.3719,0.0513,70.8126,4.3391,263.5824,0.0404,117.8189,0.0449,19.4752,0.1205,0.9326,0.3405,*14.2183*,*7.7840*,0.3719,0.0513,70.8126,4.3391,263.5824,0.0404,117.8189,0.0449,20.1650,0.2210,1.1261,0.4641,*13.7272*,*10.7905*,0.3719,0.0513,70.8126,4.3391,263.5824,0.0404,117.8189,0.0449,19.1414,0.2293,*0.2283*,*0.1538*,*16.0061*,*11.9796*,0.3719,0.0513,70.8126,4.3391
iDR4_3_SPLUS-s20s22_0063432,1.15107363433765,221.1487,0.0057,356.6144,0.0053,17.0543,0.0151,2.7703,0.0669,4.8856,0.1444,0.7698,0.0087,57.4653,1.3308,221.1487,0.0057,356.6144,0.0053,18.6380,0.0587,2.3007,0.1430,4.2900,0.3512,0.7698,0.0087,57.4653,1.3308,221.1487,0.0057,356.6144,0.0053,18.8099,0.0867,2.3328,0.1355,4.3307,0.3335,0.7698,0.0087,57.4653,1.3308,221.1487,0.0057,356.6144,0.0053,18.1121,0.0499,2.3618,0.1288,4.3676,0.3177,0.7698,0.0087,57.4653,1.3308,221.1487,0.0057,356.6144,0.0053,18.1777,0.0466,2.3992,0.1204,4.4150,0.2976,0.7698,0.0087,57.4653,1.3308,221.1487,0.0057,356.6144,0.0053,17.4358,0.0256,2.5579,0.0884,4.6163,0.2177,0.7698,0.0087,57.4653,1.3308,221.1487,0.0057,356.6144,0.0053,16.9154,0.0152,2.8375,0.0690,4.9708,0.1388,0.7698,0.0087,57.4653,1.3308,221.1487,0.0057,356.6144,0.0053,16.3631,0.0257,3.2144,0.1351,5.4489,0.2664,0.7698,0.0087,57.4653,1.3308,221.1487,0.0057,356.6144,0.0053,17.7367,0.0259,2.4858,0.1020,4.5249,0.2526,0.7698,0.0087,57.4653,1.3308,221.1487,0.0057,356.6144,0.0053,16.5078,0.0189,3.0406,0.0976,5.2284,0.1853,0.7698,0.0087,57.4653,1.3308,221.1487,0.0057,356.6144,0.0053,16.2590,0.0260,3.2560,0.1449,5.5015,0.2880,0.7698,0.0087,57.4653,1.3308,221.1487,0.0057,356.6144,0.0053,18.8827,0.0500,2.2565,0.1535,4.2340,0.3757,0.7698,0.0087,57.4653,1.3308
iDR4_3_SPLUS-s20s35_0017683,1.15571669575585,403.9402,0.0229,186.9588,0.0167,17.7662,0.0150,4.2487,0.0534,1.2845,0.0457,0.5574,0.0074,63.9596,0.8551,403.9402,0.0229,186.9588,0.0167,18.7256,0.0557,4.3694,0.1087,1.1587,0.1064,0.5574,0.0074,63.9596,0.8551,403.9402,0.0229,186.9588,0.0167,18.9815,0.1072,4.3612,0.1034,1.1673,0.1006,0.5574,0.0074,63.9596,0.8551,403.9402,0.0229,186.9588,0.0167,18.4594,0.0642,4.3537,0.0986,1.1751,0.0954,0.5574,0.0074,63.9596,0.8551,403.9402,0.0229,186.9588,0.0167,18.2192,0.0509,4.3441,0.0927,1.1851,0.0888,0.5574,0.0074,63.9596,0.8551,403.9402,0.0229,186.9588,0.0167,18.0147,0.0337,4.3033,0.0700,1.2277,0.0633,0.5574,0.0074,63.9596,0.8551,403.9402,0.0229,186.9588,0.0167,17.6704,0.0161,4.2314,0.0539,1.3026,0.0475,0.5574,0.0074,63.9596,0.8551,403.9402,0.0229,186.9588,0.0167,17.4635,0.0350,4.1345,0.0966,1.4035,0.1006,0.5574,0.0074,63.9596,0.8551,403.9402,0.0229,186.9588,0.0167,18.0771,0.0217,4.3218,0.0796,1.2083,0.0742,0.5574,0.0074,63.9596,0.8551,403.9402,0.0229,186.9588,0.0167,17.4016,0.0190,4.1792,0.0712,1.3570,0.0709,0.5574,0.0074,63.9596,0.8551,403.9402,0.0229,186.9588,0.0167,17.3520,0.0307,4.1238,0.1034,1.4147,0.1082,0.5574,0.0074,63.9596,0.8551,403.9402,0.0229,186.9588,0.0167,19.0323,0.0455,4.3808,0.1162,1.1469,0.1146,0.5574,0.0074,63.9596,0.8551
iDR4_3_SPLUS-s20s35_0018584,1.15571669575585,138.5676,0.0409,371.8021,0.0507,18.4666,0.0491,1.5038,0.1712,*12.0861*,*2.3724*,0.2955,0.0332,-84.5893,2.1476,138.5676,0.0409,371.8021,0.0507,19.7802,0.1439,*0.2022*,*0.1227*,6.3167,4.4912,0.2955,0.0332,-84.5893,2.1476,138.5676,0.0409,371.8021,0.0507,19.7804,0.1664,*0.2911*,*0.1129*,6.7110,4.2607,0.2955,0.0332,-84.5893,2.1476,138.5676,0.0409,371.8021,0.0507,19.2357,0.1232,*0.3717*,*0.1052*,7.0681,4.0566,0.2955,0.0332,-84.5893,2.1476,138.5676,0.0409,371.8021,0.0507,19.0849,0.1116,*0.4753*,*0.0973*,7.5272,3.8019,0.2955,0.0332,-84.5893,2.1476,138.5676,0.0409,371.8021,0.0507,18.6858,0.0546,0.9152,0.1003,9.4774,2.8674,0.2955,0.0332,-84.5893,2.1476,138.5676,0.0409,371.8021,0.0507,18.2545,0.0766,1.6900,0.1995,*12.9116*,*2.4853*,0.2955,0.0332,-84.5893,2.1476,138.5676,0.0409,371.8021,0.0507,17.8024,0.1061,2.7347,0.3715,*17.5424*,*4.6320*,0.2955,0.0332,-84.5893,2.1476,138.5676,0.0409,371.8021,0.0507,18.8656,0.0797,0.7154,0.0912,8.5916,3.2554,0.2955,0.0332,-84.5893,2.1476,138.5676,0.0409,371.8021,0.0507,18.0412,0.0881,2.2529,0.2906,*15.4067*,*3.4403*,0.2955,0.0332,-84.5893,2.1476,138.5676,0.0409,371.8021,0.0507,17.9175,0.0862,2.8498,0.3910,*18.0526*,*4.9402*,0.2955,0.0332,-84.5893,2.1476,138.5676,0.0409,371.8021,0.0507,19.9084,0.3508,*0.0798*,*0.1380*,5.7741,4.8159,0.2955,0.0332,-84.5893,2.1476
iDR4_3_SPLUS-s20s35_0019544,1.15571669575585,167.6822,0.0606,227.6937,0.0612,15.1736,0.0107,38.3690,0.3735,1.2712,0.0109,0.7185,0.0026,48.1955,0.6899,167.6822,0.0606,227.6937,0.0612,16.0061,0.0369,41.7433,0.7876,1.0608,0.0249,0.7185,0.0026,48.1955,0.6899,167.6822,0.0606,227.6937,0.0612,16.0981,0.0606,41.5128,0.7478,1.0751,0.0235,0.7185,0.0026,48.1955,0.6899,167.6822,0.0606,227.6937,0.0612,15.6329,0.0380,41.3039,0.7123,1.0882,0.0223,0.7185,0.0026,48.1955,0.6899,167.6822,0.0606,227.6937,0.0612,15.7463,0.0389,41.0354,0.6676,1.1049,0.0207,0.7185,0.0026,48.1955,0.6899,167.6822,0.0606,227.6937,0.0612,15.4008,0.0231,39.8948,0.4967,1.1761,0.0147,0.7185,0.0026,48.1955,0.6899,167.6822,0.0606,227.6937,0.0612,15.0266,0.0111,37.8862,0.3788,1.3013,0.0116,0.7185,0.0026,48.1955,0.6899,167.6822,0.0606,227.6937,0.0612,15.0246,0.0263,35.1777,0.7098,1.4702,0.0249,0.7185,0.0026,48.1955,0.6899,167.6822,0.0606,227.6937,0.0612,15.5352,0.0159,40.4128,0.5696,1.1437,0.0172,0.7185,0.0026,48.1955,0.6899,167.6822,0.0606,227.6937,0.0612,15.0565,0.0151,36.4268,0.5161,1.3923,0.0177,0.7185,0.0026,48.1955,0.6899,167.6822,0.0606,227.6937,0.0612,15.0246,0.0248,34.8794,0.7607,1.4888,0.0268,0.7185,0.0026,48.1955,0.6899,167.6822,0.0606,227.6937,0.0612,16.4796,0.0340,42.0607,0.8435,1.0410,0.0269,0.7185,0.0026,48.1955,0.6899
iDR4_3_SPLUS-s20s35_0017831,1.15571669575585,287.5219,0.0498,210.5518,0.0314,17.8111,0.0199,6.8692,0.1126,1.0349,0.0334,0.5100,0.0069,85.7055,0.8055,287.5219,0.0498,210.5518,0.0314,18.8656,0.0870,7.9903,0.2513,0.8797,0.0723,0.5100,0.0069,85.7055,0.8055,287.5219,0.0498,210.5518,0.0314,18.8509,0.1373,7.9137,0.2391,0.8903,0.0683,0.5100,0.0069,85.7055,0.8055,287.5219,0.0498,210.5518,0.0314,18.3154,0.0798,7.8443,0.2281,0.8999,0.0648,0.5100,0.0069,85.7055,0.8055,287.5219,0.0498,210.5518,0.0314,18.3482,0.0774,7.7551,0.2142,0.9123,0.0604,0.5100,0.0069,85.7055,0.8055,287.5219,0.0498,210.5518,0.0314,17.8985,0.0419,7.3761,0.1598,0.9647,0.0436,0.5100,0.0069,85.7055,0.8055,287.5219,0.0498,210.5518,0.0314,17.7387,0.0212,6.7088,0.1097,1.0571,0.0352,0.5100,0.0069,85.7055,0.8055,287.5219,0.0498,210.5518,0.0314,17.5101,0.0448,5.8089,0.1973,1.1817,0.0724,0.5100,0.0069,85.7055,0.8055,287.5219,0.0498,210.5518,0.0314,18.1699,0.0298,7.5483,0.1834,0.9409,0.0507,0.5100,0.0069,85.7055,0.8055,287.5219,0.0498,210.5518,0.0314,17.5630,0.0253,6.2239,0.1417,1.1243,0.0520,0.5100,0.0069,85.7055,0.8055,287.5219,0.0498,210.5518,0.0314,17.6007,0.0434,5.7098,0.2123,1.1955,0.0776,0.5100,0.0069,85.7055,0.8055,287.5219,0.0498,210.5518,0.0314,19.3386,0.0782,8.0957,0.2684,0.8651,0.0778,0.5100,0.0069,85.7055,0.8055
